InventoryConsignmentOwnerKey,ConsignmentOwnerCode,SupplierKey,CustomerKey,ConsignmentOwnerName,OwnershipStartDate,RequiresSegregation,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
337,ICO000337,131,55,Devon Reed,2020-12-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8738a83b7055681afe60c9fc69471cad8738a83b7055681afe60c9fc69471ca
338,ICO000338,163,475,Emerson Hughes,2020-12-04,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d35b17755a5d562393a6c140504c1de1d35b17755a5d562393a6c140504c1de1
339,ICO000339,284,137,Morgan Bennett,2020-12-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ec7124bada2512387111323dd57174a4ec7124bada2512387111323dd57174a
340,ICO000340,-1,-1,Emerson Khan,2020-12-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c654e22d133d5719aa20ab05b2d1ee82c654e22d133d5719aa20ab05b2d1ee82
341,ICO000341,432,425,Casey Adams,2020-12-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,852475cd316a54b2884a606ae52634d9852475cd316a54b2884a606ae52634d9
342,ICO000342,209,327,Riley Adams,2020-12-08,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cd43d3334695c15aa2b518ae37189482cd43d3334695c15aa2b518ae3718948
343,ICO000343,339,388,Alex Diaz,2020-12-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd5a201c7c7b5e6f8ca1dd20b9ace671dd5a201c7c7b5e6f8ca1dd20b9ace671
344,ICO000344,320,291,Alex Khan,2020-12-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ddc54bc14c55570be234ffb18d981306ddc54bc14c55570be234ffb18d98130
345,ICO000345,480,125,Morgan Bennett,2020-12-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,170e69c857355ea898cd67336231bbd9170e69c857355ea898cd67336231bbd9
346,ICO000346,254,29,Alex Diaz,2020-12-12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc6794a34c92572ca628834ad5872125cc6794a34c92572ca628834ad5872125
347,ICO000347,4,348,Morgan Adams,2020-12-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a93dccc34ac35158a75d08a4ec1af61fa93dccc34ac35158a75d08a4ec1af61f
348,ICO000348,345,104,Taylor Evans,2020-12-14,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f93fece2aae5ab08105e1ca9982910c0f93fece2aae5ab08105e1ca9982910c
349,ICO000349,138,216,Taylor Adams,2020-12-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07c31819f8015d1b943adcb00e5b000f07c31819f8015d1b943adcb00e5b000f
350,ICO000350,294,79,Finley Adams,2020-12-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78667dfe6a8555ea9d1ce123da3f14cf78667dfe6a8555ea9d1ce123da3f14cf
351,ICO000351,46,257,Harper Diaz,2020-12-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61cd895e25e159db82b13f4e5cc4460161cd895e25e159db82b13f4e5cc44601
352,ICO000352,413,474,Emerson Martin,2020-12-18,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f468da900d854258af5a46bc08a78c02f468da900d854258af5a46bc08a78c0
353,ICO000353,198,458,Finley Martin,2020-12-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8046389644d75d5cb46fc3a7002d242c8046389644d75d5cb46fc3a7002d242c
354,ICO000354,454,416,Morgan Singh,2020-12-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52def6dcf32650558d622caa147396b252def6dcf32650558d622caa147396b2
355,ICO000355,320,28,Blair Adams,2020-12-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01ecfcf7c8a85d909a7331ee487f5dce01ecfcf7c8a85d909a7331ee487f5dce
356,ICO000356,10,477,Morgan Patel,2020-12-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6ead076c12951e78f0d9d2c61064837c6ead076c12951e78f0d9d2c61064837
357,ICO000357,-1,-1,Morgan Khan,2020-12-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffd97721bd66574fafc06869c6986876ffd97721bd66574fafc06869c6986876
358,ICO000358,310,480,Riley Reed,2020-12-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a6569c0e06d581f84edaadeac7558779a6569c0e06d581f84edaadeac755877
359,ICO000359,241,227,Casey Chen,2020-12-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8c9c71b8f735b0fa74e569678e40c3df8c9c71b8f735b0fa74e569678e40c3d
360,ICO000360,434,358,Blair Martin,2020-12-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,532b6dd1f40d583da5b93e4bb09bfec5532b6dd1f40d583da5b93e4bb09bfec5
361,ICO000361,433,472,Taylor Adams,2020-12-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c49bde708e25865997c5ab68801e5516c49bde708e25865997c5ab68801e551
362,ICO000362,461,293,Emerson Khan,2020-12-28,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d08e79d2bcb55343ad010cdea31bb0cfd08e79d2bcb55343ad010cdea31bb0cf
363,ICO000363,21,103,Casey Patel,2020-12-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2c7cd0c99be5c7aac1b6825d2c6426fa2c7cd0c99be5c7aac1b6825d2c6426f
364,ICO000364,274,207,Morgan Khan,2020-12-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99296fa24b375445af23e34b8d13f1a699296fa24b375445af23e34b8d13f1a6
365,ICO000365,79,491,Blair Bennett,2020-12-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d93e367a86a9523ea8989d3f02ed2d5bd93e367a86a9523ea8989d3f02ed2d5b
366,ICO000366,163,362,Morgan Martin,2021-01-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8aa85a5fe4595b21abd6a58f480eeb498aa85a5fe4595b21abd6a58f480eeb49
367,ICO000367,244,253,Quinn Patel,2021-01-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb43478608e357e6ac4f889e069a8eb6fb43478608e357e6ac4f889e069a8eb6
368,ICO000368,88,481,Quinn Adams,2021-01-03,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92b098d8f31959139ac330788216606192b098d8f31959139ac3307882166061
369,ICO000369,357,239,Riley Martin,2021-01-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05207b67d8ea5eb59a216a5c17e2ba6605207b67d8ea5eb59a216a5c17e2ba66
370,ICO000370,445,142,Taylor Hughes,2021-01-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87692c798e9b513684b31db1bd09688187692c798e9b513684b31db1bd096881
371,ICO000371,303,199,Alex Martin,2021-01-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2685b421d6135853902c070b3f9c51912685b421d6135853902c070b3f9c5191
372,ICO000372,307,151,Casey Chen,2021-01-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,206098aed88b56899eabd7d3700467a7206098aed88b56899eabd7d3700467a7
373,ICO000373,202,350,Finley Adams,2021-01-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,101b5ab23fe95566b82ffc243fbff05d101b5ab23fe95566b82ffc243fbff05d
374,ICO000374,-1,-1,Riley Martin,2021-01-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6689860a1bcc56f1999e093ba23116946689860a1bcc56f1999e093ba2311694
375,ICO000375,183,238,Taylor Diaz,2021-01-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca851697e50959218ea763a92efa80aeca851697e50959218ea763a92efa80ae
376,ICO000376,132,121,Casey Adams,2021-01-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb8603a3c13b5ba1922e4af8d59ee05deb8603a3c13b5ba1922e4af8d59ee05d
377,ICO000377,194,382,Alex Evans,2021-01-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90449532258e55d5a54b9b0eca3d614b90449532258e55d5a54b9b0eca3d614b
378,ICO000378,128,325,Harper Chen,2021-01-13,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30d4cc762b4856eeb677fda57a73ae7230d4cc762b4856eeb677fda57a73ae72
379,ICO000379,340,341,Alex Singh,2021-01-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a57799f2653f5dd5b6e7eb20a2bc8b31a57799f2653f5dd5b6e7eb20a2bc8b31
380,ICO000380,133,308,Alex Chen,2021-01-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,deb26372c76b5d039bb25e077fe902d8deb26372c76b5d039bb25e077fe902d8
381,ICO000381,233,97,Harper Diaz,2021-01-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6340006ef42c52e286f2e48db8144a546340006ef42c52e286f2e48db8144a54
382,ICO000382,435,63,Jordan Hughes,2021-01-17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69f8d4af2aa7558ba317f927fa2fc22969f8d4af2aa7558ba317f927fa2fc229
383,ICO000383,445,375,Quinn Reed,2021-01-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9944da70b1905a859e358b1d9635360d9944da70b1905a859e358b1d9635360d
384,ICO000384,128,217,Riley Diaz,2021-01-19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c3ee723eb5850228fb202f4e72389879c3ee723eb5850228fb202f4e7238987
385,ICO000385,350,363,Morgan Khan,2021-01-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e797be4fcbec5520875b149b6b81a1bee797be4fcbec5520875b149b6b81a1be
386,ICO000386,450,489,Blair Khan,2021-01-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1905a25b5f455cb5ad179bdbd20625811905a25b5f455cb5ad179bdbd2062581
387,ICO000387,60,146,Emerson Adams,2021-01-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a5aca120b16554eaff9728a6b8802265a5aca120b16554eaff9728a6b880226
388,ICO000388,204,58,Finley Diaz,2021-01-23,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b85ee56a01b5c16871a604493d5c3872b85ee56a01b5c16871a604493d5c387
389,ICO000389,385,468,Morgan Patel,2021-01-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e66febdca5d85708b990fc4a66f20395e66febdca5d85708b990fc4a66f20395
390,ICO000390,292,51,Alex Evans,2021-01-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b7aa8e6ea5f5df19bb91047c38ed66f9b7aa8e6ea5f5df19bb91047c38ed66f
391,ICO000391,-1,-1,Jordan Garcia,2021-01-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7011b64bdcce53f4ae3717690deb8f657011b64bdcce53f4ae3717690deb8f65
392,ICO000392,471,367,Taylor Reed,2021-01-27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3186d4175c0c5e00bafa0989df1b3ac33186d4175c0c5e00bafa0989df1b3ac3
393,ICO000393,116,270,Blair Chen,2021-01-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ed2c104ba0c544c9b2dd73131c7760a2ed2c104ba0c544c9b2dd73131c7760a
394,ICO000394,138,388,Quinn Khan,2021-01-29,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1e33d2f35875d76ba0934eaa92db5f5f1e33d2f35875d76ba0934eaa92db5f5
395,ICO000395,305,168,Quinn Patel,2021-01-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e0bd21631305d8385f77aa4e5dab4481e0bd21631305d8385f77aa4e5dab448
396,ICO000396,236,74,Riley Garcia,2021-01-31,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcfaf9a22d7f5f34b5e104bcf06b3326dcfaf9a22d7f5f34b5e104bcf06b3326
397,ICO000397,460,459,Blair Singh,2021-02-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f180841b3cb35f34896fc0d72206c32df180841b3cb35f34896fc0d72206c32d
398,ICO000398,145,470,Quinn Reed,2021-02-02,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10fa8ffaebda5a77ba855de5828760bd10fa8ffaebda5a77ba855de5828760bd
399,ICO000399,58,158,Riley Evans,2021-02-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,012c4db904095a42b40db82d539629d6012c4db904095a42b40db82d539629d6
400,ICO000400,470,214,Blair Khan,2021-02-04,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96f2905403f05431a21cc1932e94047296f2905403f05431a21cc1932e940472
401,ICO000401,456,237,Finley Bennett,2021-02-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f555248053c57c79802c0b525f309a78f555248053c57c79802c0b525f309a7
402,ICO000402,5,231,Riley Evans,2021-02-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4b87848db8b5e96a61853371c120cfaa4b87848db8b5e96a61853371c120cfa
403,ICO000403,399,345,Blair Patel,2021-02-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c43b081db7f586d90a2f4836d40e8407c43b081db7f586d90a2f4836d40e840
404,ICO000404,471,43,Riley Singh,2021-02-08,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5550115c2cb35f21bf2c9cdfc759ecf75550115c2cb35f21bf2c9cdfc759ecf7
405,ICO000405,183,381,Morgan Singh,2021-02-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cd67d6e4317586d984897cbf06cad267cd67d6e4317586d984897cbf06cad26
406,ICO000406,222,171,Devon Singh,2021-02-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,770e17e0d05a5c9f9d555ccb69333e17770e17e0d05a5c9f9d555ccb69333e17
407,ICO000407,477,221,Taylor Patel,2021-02-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2679471ca52b5fd5b5ca31ecd2f9647f2679471ca52b5fd5b5ca31ecd2f9647f
408,ICO000408,-1,-1,Finley Martin,2021-02-12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf51c459429756a8b76d1e54b977c558bf51c459429756a8b76d1e54b977c558
409,ICO000409,185,476,Alex Reed,2021-02-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3079f49f7d195c9b90dc54155a140b313079f49f7d195c9b90dc54155a140b31
410,ICO000410,50,302,Taylor Diaz,2021-02-14,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fbf52d0da63551cb673cf471a49b4590fbf52d0da63551cb673cf471a49b459
411,ICO000411,87,121,Quinn Reed,2021-02-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7786238872715e9081f4b40e315cc69e7786238872715e9081f4b40e315cc69e
412,ICO000412,39,87,Morgan Adams,2021-02-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,823f402e215f5698b4fa9efb43274b81823f402e215f5698b4fa9efb43274b81
413,ICO000413,434,40,Casey Garcia,2021-02-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d70c22fc9885c54b07617d11a504dd88d70c22fc9885c54b07617d11a504dd8
414,ICO000414,143,317,Devon Adams,2021-02-18,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfdecca2699c59bfafe2cb8541aa39c5dfdecca2699c59bfafe2cb8541aa39c5
415,ICO000415,10,46,Devon Adams,2021-02-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef5b2bf4328d589bb0f06cad184551b2ef5b2bf4328d589bb0f06cad184551b2
416,ICO000416,340,309,Taylor Evans,2021-02-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db1cf0c17ae15a0793f61ec43a49b4ccdb1cf0c17ae15a0793f61ec43a49b4cc
417,ICO000417,277,239,Morgan Khan,2021-02-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,750956ba865257c6bc681bdeb02f2883750956ba865257c6bc681bdeb02f2883
418,ICO000418,447,151,Taylor Martin,2021-02-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9390d4d338475832a53704872b227c769390d4d338475832a53704872b227c76
419,ICO000419,457,280,Alex Bennett,2021-02-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa7ff089f90c5e2ba8060eb0335bfc70fa7ff089f90c5e2ba8060eb0335bfc70
420,ICO000420,442,288,Jordan Evans,2021-02-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a636bdf953f15ed785c2d56028e755bca636bdf953f15ed785c2d56028e755bc
421,ICO000421,131,278,Quinn Patel,2021-02-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae0ff129248c5ad78f5747d83686b88eae0ff129248c5ad78f5747d83686b88e
422,ICO000422,349,358,Quinn Reed,2021-02-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43f5cca9b46f5d15b8a54bdfec77590643f5cca9b46f5d15b8a54bdfec775906
423,ICO000423,485,313,Devon Khan,2021-02-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5101381b8457525c84492d368a79e7f05101381b8457525c84492d368a79e7f0
424,ICO000424,459,443,Jordan Bennett,2021-02-28,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64eeb7172bb65c7ab9f3982ded2ca91064eeb7172bb65c7ab9f3982ded2ca910
425,ICO000425,-1,-1,Taylor Bennett,2021-03-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5ce874c1d9c597b87ef618c134e29b3a5ce874c1d9c597b87ef618c134e29b3
426,ICO000426,43,116,Harper Khan,2021-03-02,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f36e80c3308052dbb83ad1cd77a116f5f36e80c3308052dbb83ad1cd77a116f5
427,ICO000427,39,240,Jordan Diaz,2021-03-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5bc299de1a25004a8703f75f832c801b5bc299de1a25004a8703f75f832c801
428,ICO000428,201,413,Taylor Khan,2021-03-04,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7fd14465c8950f8af55f8b64a6a9538f7fd14465c8950f8af55f8b64a6a9538
429,ICO000429,21,315,Taylor Garcia,2021-03-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38793594ff0152cd8618911cf034ebda38793594ff0152cd8618911cf034ebda
430,ICO000430,492,221,Morgan Singh,2021-03-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4f6ce42134f5fdd9565503e2e2f666ea4f6ce42134f5fdd9565503e2e2f666e
431,ICO000431,48,322,Morgan Patel,2021-03-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a195ef8f727d58ff883f3fc3d07796fca195ef8f727d58ff883f3fc3d07796fc
432,ICO000432,344,431,Morgan Evans,2021-03-08,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79af2c7755915236bf4e39a2d27078e479af2c7755915236bf4e39a2d27078e4
433,ICO000433,82,146,Emerson Adams,2021-03-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a100fc85cf35dc7973c5d113889ca6d3a100fc85cf35dc7973c5d113889ca6d
434,ICO000434,478,171,Finley Chen,2021-03-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30d59900524e5e67beb6d82e9246c40830d59900524e5e67beb6d82e9246c408
435,ICO000435,206,123,Casey Chen,2021-03-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af052b0840815364b3e8394720fc44ebaf052b0840815364b3e8394720fc44eb
436,ICO000436,178,397,Jordan Hughes,2021-03-12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67b7379d84075b518e86be244810289867b7379d84075b518e86be2448102898
437,ICO000437,385,187,Harper Hughes,2021-03-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7616d963ef2c5358a37de7f80e9422ef7616d963ef2c5358a37de7f80e9422ef
438,ICO000438,340,232,Finley Singh,2021-03-14,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5299ac81702454798cd9a04ce72523135299ac81702454798cd9a04ce7252313
439,ICO000439,302,471,Devon Martin,2021-03-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7232b58145654cf8341af6f078bd17ef7232b58145654cf8341af6f078bd17e
440,ICO000440,480,300,Riley Bennett,2021-03-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15323492aecc5207b62aaa62b9c4245515323492aecc5207b62aaa62b9c42455
441,ICO000441,194,163,Jordan Hughes,2021-03-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d35d1804c6d53c68032ff033af343739d35d1804c6d53c68032ff033af34373
442,ICO000442,-1,-1,Casey Singh,2021-03-18,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,681e6e9f5c5654f7997dafac7cfae182681e6e9f5c5654f7997dafac7cfae182
443,ICO000443,137,240,Morgan Evans,2021-03-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf373149655d53849fa7054d2b3ebef8bf373149655d53849fa7054d2b3ebef8
444,ICO000444,210,208,Quinn Adams,2021-03-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1942f15491085407a7c57bcdd0e853c81942f15491085407a7c57bcdd0e853c8
445,ICO000445,283,366,Casey Garcia,2021-03-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2185aa06fb9959ffa6a4b19c5a0a35452185aa06fb9959ffa6a4b19c5a0a3545
446,ICO000446,341,146,Emerson Khan,2021-03-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3340c201a1df525bbb355d6ce9d575ae3340c201a1df525bbb355d6ce9d575ae
447,ICO000447,184,117,Finley Patel,2021-03-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1e3e24d4d1d56c8993103ea7d3201b7f1e3e24d4d1d56c8993103ea7d3201b7
448,ICO000448,26,448,Harper Martin,2021-03-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5e2752bc4dd56299f45684ec73c7d11c5e2752bc4dd56299f45684ec73c7d11
449,ICO000449,113,364,Riley Martin,2021-03-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d5af6e9408a51e3bedd0e81147a754b3d5af6e9408a51e3bedd0e81147a754b
