EmployeeKey,EmployeeNumber,EmployeeJobRoleKey,EmployeePayGradeKey,SupervisorEmployeeKey,EmployeeUnionKey,EmploymentTypeKey,LanguageKey,RecordStatusKey,ShiftCodeKey,EmployeeFullName,PreferredName,HireDate,TerminationDate,EmailAddress,SupervisorEmployeeNumber,StandardHourlyRateAmount,HomePlantCode,BadgeNumber,SafetyTrainingCurrentFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
234,E000234,293,40,-1,6,8,38,1,5,Jordan Diaz,Beacon Employee 234,2020-08-22,2020-08-22,user234@example.com,E000234,0.0234,E000234,E000234,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24ffa1cdf0c358e0af3375d290675cb924ffa1cdf0c358e0af3375d290675cb9
235,E000235,479,41,-1,46,8,2,4,5,Morgan Singh,Riverton Employee 235,2020-08-23,2020-08-23,user235@example.com,E000235,0.0235,E000235,E000235,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e6efd682eca5a6998299b1ecec016584e6efd682eca5a6998299b1ecec01658
236,E000236,159,13,-1,3,6,25,4,4,Casey Singh,Ion Employee 236,2020-08-24,2020-08-24,user236@example.com,E000236,0.0236,E000236,E000236,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2cbb56d16a85b529d03eed108878deee2cbb56d16a85b529d03eed108878dee
237,E000237,37,31,-1,28,5,13,3,11,Taylor Martin,Quartz Employee 237,2020-08-25,2020-08-25,user237@example.com,E000237,0.0237,E000237,E000237,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24e3b5070e4e53f2b92ce82072ca209324e3b5070e4e53f2b92ce82072ca2093
238,E000238,432,60,-1,12,5,29,3,9,Alex Diaz,Evergreen Employee 238,2020-08-26,2020-08-26,user238@example.com,E000238,0.0238,E000238,E000238,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eff4ecfa638f5083b33595c2f539466eeff4ecfa638f5083b33595c2f539466e
239,E000239,119,48,-1,48,2,17,4,4,Harper Adams,Ion Employee 239,2020-08-27,2020-08-27,user239@example.com,E000239,0.0239,E000239,E000239,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba010b4b01d55e82ae2bf891e20882b7ba010b4b01d55e82ae2bf891e20882b7
240,E000240,477,60,-1,5,4,1,2,8,Riley Khan,Evergreen Employee 240,2020-08-28,2020-08-28,user240@example.com,E000240,0.0240,E000240,E000240,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e5cb1db6c1b5f3ba5278b42059355405e5cb1db6c1b5f3ba5278b4205935540
241,E000241,320,13,-1,55,6,31,4,3,Riley Patel,Orion Employee 241,2020-08-29,2020-08-29,user241@example.com,E000241,0.0241,E000241,E000241,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bd9874dbb2c53d8a27e634bd4ffb3d11bd9874dbb2c53d8a27e634bd4ffb3d1
242,E000242,238,42,-1,48,7,30,2,4,Harper Hughes,Forge Employee 242,2020-08-30,2020-08-30,user242@example.com,E000242,0.0242,E000242,E000242,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a255a634a03560e9eef12ae3949084f8a255a634a03560e9eef12ae3949084f
243,E000243,383,48,-1,53,6,9,3,6,Finley Patel,Evergreen Employee 243,2020-08-31,2020-08-31,user243@example.com,E000243,0.0243,E000243,E000243,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6682bc2b3df527fbe90d6efcfd45cd8c6682bc2b3df527fbe90d6efcfd45cd8
244,E000244,344,64,-1,17,5,23,2,8,Alex Bennett,Willow Employee 244,2020-09-01,2020-09-01,user244@example.com,E000244,0.0244,E000244,E000244,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d609234b6e325920b83462dcc87ac93cd609234b6e325920b83462dcc87ac93c
245,E000245,61,59,-1,21,7,38,1,10,Emerson Diaz,Zenith Employee 245,2020-09-02,2020-09-02,user245@example.com,E000245,0.0245,E000245,E000245,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad5e143d3f8b5cc4af9d178103c074d6ad5e143d3f8b5cc4af9d178103c074d6
246,E000246,219,25,-1,3,1,11,2,2,Riley Hughes,Junction Employee 246,2020-09-03,2020-09-03,user246@example.com,E000246,0.0246,E000246,E000246,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,224f26c2552f5d048b9c24aa5cf409a1224f26c2552f5d048b9c24aa5cf409a1
247,E000247,393,23,-1,46,8,38,1,6,Harper Garcia,Quartz Employee 247,2020-09-04,2020-09-04,user247@example.com,E000247,0.0247,E000247,E000247,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3ba335d8d3559fc83bff5ad7193fbfbe3ba335d8d3559fc83bff5ad7193fbfb
248,E000248,458,20,-1,43,6,24,3,11,Blair Evans,Quartz Employee 248,2020-09-05,2020-09-05,user248@example.com,E000248,0.0248,E000248,E000248,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8b7044a61bf52aeb495b3977bba0133f8b7044a61bf52aeb495b3977bba0133
249,E000249,241,29,-1,58,2,3,2,9,Casey Adams,Keystone Employee 249,2020-09-06,2020-09-06,user249@example.com,E000249,0.0249,E000249,E000249,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4c3e0243baa5de49c9bc9d29ff6dab8d4c3e0243baa5de49c9bc9d29ff6dab8
250,E000250,167,54,-1,53,4,18,3,3,Riley Martin,Ion Employee 250,2020-09-07,2020-09-07,user250@example.com,E000250,0.0250,E000250,E000250,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56538da8b15c591db798f7d32fc9f27a56538da8b15c591db798f7d32fc9f27a
251,E000251,85,5,-1,12,6,40,4,7,Alex Diaz,Cedar Employee 251,2020-09-08,2020-09-08,user251@example.com,E000251,0.0251,E000251,E000251,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fca22f00a4285388b555ae94015fc117fca22f00a4285388b555ae94015fc117
252,E000252,179,11,-1,11,4,9,4,8,Emerson Reed,Liberty Employee 252,2020-09-09,2020-09-09,user252@example.com,E000252,0.0252,E000252,E000252,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d106dc9d0a305f999d4abfea7fee72fed106dc9d0a305f999d4abfea7fee72fe
253,E000253,285,7,-1,52,7,5,4,11,Riley Khan,Zenith Employee 253,2020-09-10,2020-09-10,user253@example.com,E000253,0.0253,E000253,E000253,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc6e6fe567d05840ab875028a3959dd1fc6e6fe567d05840ab875028a3959dd1
254,E000254,478,28,-1,60,4,23,1,11,Blair Chen,Harbor Employee 254,2020-09-11,2020-09-11,user254@example.com,E000254,0.0254,E000254,E000254,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,198c84e0093a5c80a9a879d7f95da870198c84e0093a5c80a9a879d7f95da870
255,E000255,383,7,-1,40,3,1,2,3,Finley Martin,Zenith Employee 255,2020-09-12,2020-09-12,user255@example.com,E000255,0.0255,E000255,E000255,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21ae9986669d531792bd49e9c318f79521ae9986669d531792bd49e9c318f795
256,E000256,35,48,-1,40,6,2,2,9,Jordan Reed,Pioneer Employee 256,2020-09-13,2020-09-13,user256@example.com,E000256,0.0256,E000256,E000256,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8ece32cdd385d00abfa6c3ab1aecbd4b8ece32cdd385d00abfa6c3ab1aecbd4
257,E000257,408,58,-1,30,1,28,1,5,Harper Hughes,Orion Employee 257,2020-09-14,2020-09-14,user257@example.com,E000257,0.0257,E000257,E000257,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d43d9d286a305eb7a9c4426ed4811496d43d9d286a305eb7a9c4426ed4811496
258,E000258,481,19,-1,21,4,15,1,11,Jordan Khan,Pioneer Employee 258,2020-09-15,2020-09-15,user258@example.com,E000258,0.0258,E000258,E000258,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8992227450755b7c9503623b0f5ef72b8992227450755b7c9503623b0f5ef72b
259,E000259,417,67,-1,53,3,30,3,5,Harper Reed,Granite Employee 259,2020-09-16,2020-09-16,user259@example.com,E000259,0.0259,E000259,E000259,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a111af28fb1051749e60ce5357b95f5ba111af28fb1051749e60ce5357b95f5b
260,E000260,51,24,-1,5,6,1,2,11,Finley Adams,Harbor Employee 260,2020-09-17,2020-09-17,user260@example.com,E000260,0.0260,E000260,E000260,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e69e7f32e7a54ca854c38dec7a310cd4e69e7f32e7a54ca854c38dec7a310cd
261,E000261,297,56,-1,27,5,18,1,9,Alex Chen,Zenith Employee 261,2020-09-18,2020-09-18,user261@example.com,E000261,0.0261,E000261,E000261,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6114411586e357618be77724e62ea0ec6114411586e357618be77724e62ea0ec
262,E000262,412,6,-1,9,1,28,4,6,Alex Garcia,Liberty Employee 262,2020-09-19,2020-09-19,user262@example.com,E000262,0.0262,E000262,E000262,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4650577a0a5553cfbb1ff4b05b239ca94650577a0a5553cfbb1ff4b05b239ca9
263,E000263,308,41,-1,9,4,6,4,12,Jordan Reed,Junction Employee 263,2020-09-20,2020-09-20,user263@example.com,E000263,0.0263,E000263,E000263,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a48f64dd47b57f48a8150012161aaef7a48f64dd47b57f48a8150012161aaef
264,E000264,149,71,-1,21,7,33,1,2,Blair Garcia,Unity Employee 264,2020-09-21,2020-09-21,user264@example.com,E000264,0.0264,E000264,E000264,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c330e320f70530b90eeb80c4267300a9c330e320f70530b90eeb80c4267300a
265,E000265,205,31,-1,11,7,8,3,10,Blair Khan,Atlas Employee 265,2020-09-22,2020-09-22,user265@example.com,E000265,0.0265,E000265,E000265,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4ce943a3d75516c9b39fd8163bcc535c4ce943a3d75516c9b39fd8163bcc535
266,E000266,20,12,-1,20,6,39,3,12,Morgan Singh,Titan Employee 266,2020-09-23,2020-09-23,user266@example.com,E000266,0.0266,E000266,E000266,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,143e0c3ca5a854a89d5250081546da85143e0c3ca5a854a89d5250081546da85
267,E000267,188,40,-1,18,8,32,1,8,Casey Reed,Unity Employee 267,2020-09-24,2020-09-24,user267@example.com,E000267,0.0267,E000267,E000267,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abfa3162140254e19000619fb237784aabfa3162140254e19000619fb237784a
268,E000268,454,60,-1,57,5,35,4,9,Finley Hughes,Vertex Employee 268,2020-09-25,2020-09-25,user268@example.com,E000268,0.0268,E000268,E000268,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39bf13fac2b15686aece21a053d5feef39bf13fac2b15686aece21a053d5feef
269,E000269,124,69,-1,12,6,3,3,11,Riley Hughes,Cedar Employee 269,2020-09-26,2020-09-26,user269@example.com,E000269,0.0269,E000269,E000269,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98a4d0713d54536f96376a277fdee69998a4d0713d54536f96376a277fdee699
270,E000270,317,2,-1,60,7,6,3,3,Casey Patel,Zenith Employee 270,2020-09-27,2020-09-27,user270@example.com,E000270,0.0270,E000270,E000270,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd2edee0fb625cb68d24180845cb9643dd2edee0fb625cb68d24180845cb9643
271,E000271,388,16,-1,28,8,31,4,4,Alex Bennett,Atlas Employee 271,2020-09-28,2020-09-28,user271@example.com,E000271,0.0271,E000271,E000271,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05a5296bc85057b2bbaf742d784b344705a5296bc85057b2bbaf742d784b3447
272,E000272,115,48,-1,45,1,10,2,12,Blair Bennett,Liberty Employee 272,2020-09-29,2020-09-29,user272@example.com,E000272,0.0272,E000272,E000272,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d935880bbb245546b6f0c27821b6acadd935880bbb245546b6f0c27821b6acad
273,E000273,17,27,-1,1,5,13,3,3,Casey Patel,Pioneer Employee 273,2020-09-30,2020-09-30,user273@example.com,E000273,0.0273,E000273,E000273,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12af48338f505be6a08d3718af87793712af48338f505be6a08d3718af877937
274,E000274,372,12,-1,56,2,30,3,3,Emerson Bennett,Orion Employee 274,2020-10-01,2020-10-01,user274@example.com,E000274,0.0274,E000274,E000274,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0b2d9fd6a0a54bc874280abb430a1bdd0b2d9fd6a0a54bc874280abb430a1bd
275,E000275,191,31,-1,7,1,6,3,2,Devon Bennett,Beacon Employee 275,2020-10-02,2020-10-02,user275@example.com,E000275,0.0275,E000275,E000275,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b27a6c7cb61e57e5a1762f5920405295b27a6c7cb61e57e5a1762f5920405295
276,E000276,425,66,-1,14,8,37,2,2,Riley Singh,Quartz Employee 276,2020-10-03,2020-10-03,user276@example.com,E000276,0.0276,E000276,E000276,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc5a492e6486567cb1082351c0e5c09fbc5a492e6486567cb1082351c0e5c09f
277,E000277,135,68,-1,5,5,26,2,7,Jordan Hughes,Delta Employee 277,2020-10-04,2020-10-04,user277@example.com,E000277,0.0277,E000277,E000277,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffe6739211ba562daf49ac1c8cd009c1ffe6739211ba562daf49ac1c8cd009c1
278,E000278,9,28,-1,18,1,5,3,5,Blair Singh,Forge Employee 278,2020-10-05,2020-10-05,user278@example.com,E000278,0.0278,E000278,E000278,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efaf406d2dc95185854e69a2c4c96ce4efaf406d2dc95185854e69a2c4c96ce4
279,E000279,94,3,-1,54,6,28,2,3,Blair Patel,Meridian Employee 279,2020-10-06,2020-10-06,user279@example.com,E000279,0.0279,E000279,E000279,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ff23a27cb4b5493954eaf0c4d9168303ff23a27cb4b5493954eaf0c4d916830
280,E000280,405,78,-1,56,8,26,2,12,Taylor Adams,Granite Employee 280,2020-10-07,2020-10-07,user280@example.com,E000280,0.0280,E000280,E000280,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3325545ba96a58e98f741ab964c1f7123325545ba96a58e98f741ab964c1f712
281,E000281,350,62,-1,25,1,29,1,1,Devon Martin,Titan Employee 281,2020-10-08,2020-10-08,user281@example.com,E000281,0.0281,E000281,E000281,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f477791db3d754cd932c19d744104ecbf477791db3d754cd932c19d744104ecb
282,E000282,374,62,-1,22,8,20,2,11,Alex Patel,Orion Employee 282,2020-10-09,2020-10-09,user282@example.com,E000282,0.0282,E000282,E000282,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,748c50a93fdd5300ba85234a97b36bc6748c50a93fdd5300ba85234a97b36bc6
283,E000283,237,34,-1,6,5,18,3,6,Taylor Patel,Beacon Employee 283,2020-10-10,2020-10-10,user283@example.com,E000283,0.0283,E000283,E000283,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce010108470858aabe33ff1c34d6223ece010108470858aabe33ff1c34d6223e
284,E000284,478,42,-1,44,2,9,2,2,Quinn Chen,Pioneer Employee 284,2020-10-11,2020-10-11,user284@example.com,E000284,0.0284,E000284,E000284,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cce30e225295b9e8a82ee69132725ff3cce30e225295b9e8a82ee69132725ff
285,E000285,186,75,-1,49,1,30,3,5,Devon Hughes,Cedar Employee 285,2020-10-12,2020-10-12,user285@example.com,E000285,0.0285,E000285,E000285,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee6f8b6dcd3f5aa39b825a32f7756bf2ee6f8b6dcd3f5aa39b825a32f7756bf2
286,E000286,325,71,-1,24,7,10,3,6,Casey Diaz,Ion Employee 286,2020-10-13,2020-10-13,user286@example.com,E000286,0.0286,E000286,E000286,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfbbc6f539665f28b57de52ce7678454cfbbc6f539665f28b57de52ce7678454
287,E000287,74,18,-1,22,8,12,4,12,Blair Adams,Harbor Employee 287,2020-10-14,2020-10-14,user287@example.com,E000287,0.0287,E000287,E000287,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91f3350f809f542cad9a87e113b89bed91f3350f809f542cad9a87e113b89bed
288,E000288,318,31,-1,44,8,5,2,11,Blair Chen,Vertex Employee 288,2020-10-15,2020-10-15,user288@example.com,E000288,0.0288,E000288,E000288,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a5992372f2b57c1b4f572607167080f9a5992372f2b57c1b4f572607167080f
289,E000289,306,66,-1,3,7,34,3,9,Quinn Adams,Harbor Employee 289,2020-10-16,2020-10-16,user289@example.com,E000289,0.0289,E000289,E000289,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3b8be7b664a550d923aa4dbf41f5fefc3b8be7b664a550d923aa4dbf41f5fef
290,E000290,353,11,-1,9,3,7,3,3,Alex Evans,Riverton Employee 290,2020-10-17,2020-10-17,user290@example.com,E000290,0.0290,E000290,E000290,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fa3bcecfe73517fb28d809f6af70d726fa3bcecfe73517fb28d809f6af70d72
291,E000291,86,44,-1,7,2,15,3,8,Casey Adams,Zenith Employee 291,2020-10-18,2020-10-18,user291@example.com,E000291,0.0291,E000291,E000291,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31236dbcf64a505ea5ed456d910a155f31236dbcf64a505ea5ed456d910a155f
292,E000292,42,71,-1,34,8,36,4,2,Blair Patel,Junction Employee 292,2020-10-19,2020-10-19,user292@example.com,E000292,0.0292,E000292,E000292,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfc1f1d7fdde5510a28f99d1359178fccfc1f1d7fdde5510a28f99d1359178fc
293,E000293,253,48,-1,40,5,30,1,5,Alex Adams,Keystone Employee 293,2020-10-20,2020-10-20,user293@example.com,E000293,0.0293,E000293,E000293,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09abbb74fd32553dbc95a942b7a3eb8c09abbb74fd32553dbc95a942b7a3eb8c
294,E000294,409,26,-1,2,4,31,4,2,Emerson Chen,Summit Employee 294,2020-10-21,2020-10-21,user294@example.com,E000294,0.0294,E000294,E000294,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68fd2a44f472559188b439d024417b8168fd2a44f472559188b439d024417b81
295,E000295,289,48,-1,8,7,37,3,10,Quinn Singh,Meridian Employee 295,2020-10-22,2020-10-22,user295@example.com,E000295,0.0295,E000295,E000295,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0455f6f1c325cf4b307ae1474733214a0455f6f1c325cf4b307ae1474733214
296,E000296,321,26,-1,54,6,37,3,10,Jordan Patel,Liberty Employee 296,2020-10-23,2020-10-23,user296@example.com,E000296,0.0296,E000296,E000296,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9a6700e08025d84ad7b0e37282d482de9a6700e08025d84ad7b0e37282d482d
297,E000297,330,41,-1,5,5,30,1,9,Alex Bennett,Delta Employee 297,2020-10-24,2020-10-24,user297@example.com,E000297,0.0297,E000297,E000297,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8a50349c9f85fb6b517e6291c97e503b8a50349c9f85fb6b517e6291c97e503
298,E000298,117,1,-1,45,5,22,4,1,Emerson Khan,Riverton Employee 298,2020-10-25,2020-10-25,user298@example.com,E000298,0.0298,E000298,E000298,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d90fe944ece5761a515dbbe5bc4f7b14d90fe944ece5761a515dbbe5bc4f7b1
299,E000299,194,49,-1,60,4,12,1,8,Blair Singh,Northstar Employee 299,2020-10-26,2020-10-26,user299@example.com,E000299,0.0299,E000299,E000299,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa4cce0e4922511490f124a87e53ed6baa4cce0e4922511490f124a87e53ed6b
300,E000300,477,12,-1,28,5,23,4,10,Devon Evans,Quartz Employee 300,2020-10-27,2020-10-27,user300@example.com,E000300,0.0300,E000300,E000300,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d8a742839d255b68f3fc3a60950bc925d8a742839d255b68f3fc3a60950bc92
301,E000301,361,28,-1,23,5,3,1,6,Alex Patel,Meridian Employee 301,2020-10-28,2020-10-28,user301@example.com,E000301,0.0301,E000301,E000301,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4790e6b16fe25087b7fe8b42638b79e24790e6b16fe25087b7fe8b42638b79e2
302,E000302,111,4,-1,3,4,33,1,10,Finley Diaz,Junction Employee 302,2020-10-29,2020-10-29,user302@example.com,E000302,0.0302,E000302,E000302,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e13d83927a8f53dcb25a58df7e047e7de13d83927a8f53dcb25a58df7e047e7d
303,E000303,369,59,-1,36,4,11,1,12,Harper Singh,Forge Employee 303,2020-10-30,2020-10-30,user303@example.com,E000303,0.0303,E000303,E000303,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31ce3cd1ccbb59d997d6f925ccfa874431ce3cd1ccbb59d997d6f925ccfa8744
304,E000304,163,43,-1,58,1,21,3,2,Riley Hughes,Vertex Employee 304,2020-10-31,2020-10-31,user304@example.com,E000304,0.0304,E000304,E000304,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64da673a158458c5b92b90df2188f43a64da673a158458c5b92b90df2188f43a
305,E000305,461,7,-1,35,7,3,2,12,Emerson Khan,Keystone Employee 305,2020-11-01,2020-11-01,user305@example.com,E000305,0.0305,E000305,E000305,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,498a327429df52d59b50b083b55075b5498a327429df52d59b50b083b55075b5
306,E000306,269,3,-1,1,6,32,3,4,Harper Adams,Cedar Employee 306,2020-11-02,2020-11-02,user306@example.com,E000306,0.0306,E000306,E000306,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6a5fbe3143d52fc8c49245b7d76fadcf6a5fbe3143d52fc8c49245b7d76fadc
307,E000307,71,19,-1,51,5,34,3,7,Riley Garcia,Forge Employee 307,2020-11-03,2020-11-03,user307@example.com,E000307,0.0307,E000307,E000307,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9db8c9a4427b5ea1b7d490caaf7a22889db8c9a4427b5ea1b7d490caaf7a2288
308,E000308,266,50,-1,27,7,25,2,2,Casey Chen,Liberty Employee 308,2020-11-04,2020-11-04,user308@example.com,E000308,0.0308,E000308,E000308,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,715c9ba4f90c55dc979d90b85f6beddc715c9ba4f90c55dc979d90b85f6beddc
309,E000309,102,75,-1,46,4,34,2,10,Riley Martin,Atlas Employee 309,2020-11-05,2020-11-05,user309@example.com,E000309,0.0309,E000309,E000309,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d09d791a9bfd5a2da987b6e409fc147bd09d791a9bfd5a2da987b6e409fc147b
310,E000310,255,64,-1,13,8,40,1,2,Morgan Hughes,Forge Employee 310,2020-11-06,2020-11-06,user310@example.com,E000310,0.0310,E000310,E000310,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a618b77bc078539eb4f2102c8c0d6619a618b77bc078539eb4f2102c8c0d6619
311,E000311,280,12,-1,19,3,9,1,8,Harper Adams,Junction Employee 311,2020-11-07,2020-11-07,user311@example.com,E000311,0.0311,E000311,E000311,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e83c66cc4d7c5699808107ee6d64e1d0e83c66cc4d7c5699808107ee6d64e1d0
